Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
Q1_complete,0.6084079335238788,0.6058924007957047,0.8197344966447118,0.5684754716969881
Q1_partial,0.25223820294860144,0.47286847089852835,0.7020631586459343,0.5541595561223349
Q2_complete,0.3104277539474839,0.30933134869127105,0.16696893547592204,0.11653757097315556
Q2_partial,0.17576351616090158,0.24608646021293448,0.1470509066561203,0.12395659101507091
Q3_complete,0.2652489756622002,0.26528222082004294,0.2731259457099626,0.30220544481159695
Q3_partial,0.12642874722798647,0.24580514987706228,0.23794655566243,0.2991894594610213
Q4_complete,0.5543306045158602,0.506011794702713,0.6616365656043552,0.6094003819203415
Q4_partial,0.2463515491975712,0.4071781984253729,0.5636463120288654,0.6124864991234239
Q1_Q2_complete,0.6980342036952197,0.7512251459060169,0.7302383924607189,0.4068583997774129
Q1_Q2_partial,0.2594156590309796,0.37164741586189476,0.5357175310105625,0.3974644075262469
Q1_Q3_complete,0.4698706251584282,0.4805866742851676,0.5829433562788453,0.4517071821107159
Q1_Q3_partial,0.2914568350429891,0.35502464251471405,0.4900864606414581,0.44023983301734987
Q1_Q4_complete,0.579216606446694,0.5634761639009933,0.5833355576375936,0.5886466495335939
Q1_Q4_partial,0.41506985684146247,0.4527641084213428,0.5708477231954475,0.5849608815947508
Q2_Q3_complete,0.42280221003245966,0.36944438791092293,0.22327683981153848,0.2282544551369454
Q2_Q3_partial,0.25553745488617324,0.28553753961361905,0.18676168136262988,0.22654656919165916
Q2_Q4_complete,0.4514274630921667,0.44474903338164146,0.4999889848943839,0.4282831400834371
Q2_Q4_partial,0.22128755065020353,0.29902495540712587,0.40729406436929233,0.43491936448820073
Q3_Q4_complete,0.6240357384491306,0.5713801054766705,0.6962387617704988,0.4754901104780491
Q3_Q4_partial,0.1829846613335809,0.32576140109348545,0.4855027300636668,0.47529946048313215
