Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
Q1_complete,0.009328482321351812,0.00883422586283233,0.00883422586283227,0.18343022043380777
Q1_partial,0.004769168465863175,0.008550983127227579,0.008550983127227556,0.004234953219719745
Q2_complete,0.013258110523120804,0.01009995987384218,0.010099959873842353,0.017268855340740564
Q2_partial,0.018684882332814474,0.014146521372257892,0.014146521372258128,0.04152142717210446
Q3_complete,0.004243008832636087,0.007999747312957422,0.007999747312957427,0.042357300081882564
Q3_partial,0.0060918907386170364,0.011485619872444324,0.011485619872444333,0.02872541736389554
Q4_complete,0.02398362713263668,0.025615496957773425,0.025615496957773425,0.04970873358175684
Q4_partial,0.0065565361261607545,0.004904455393677979,0.004904455393678093,0.007068354362199122
Q1_Q2_complete,0.013363469410384172,0.01008902288752343,0.010089022887523532,0.015196235444555515
Q1_Q2_partial,0.010761754789123034,0.009061889770116327,0.009061889770116432,0.04307522806657974
Q1_Q3_complete,0.007654461917125712,0.008899580704855057,0.008899580704855027,0.04692375111828291
Q1_Q3_partial,0.0034817119399840626,0.006242610271743054,0.006242610271743037,0.0015871014424065392
Q1_Q4_complete,0.017299674884894974,0.018149263908512223,0.018149263908512205,0.04721639415222543
Q1_Q4_partial,0.015483911965646332,0.014902107902133789,0.014902107902133761,0.023970758797025885
Q2_Q3_complete,0.011262423131588454,0.010174886158716138,0.010174886158716255,0.042105421579381554
Q2_Q3_partial,0.014659281154452758,0.011098696286098917,0.011098696286099103,0.010125880260163884
Q2_Q4_complete,0.018243885502444233,0.017885842469194897,0.017885842469194956,0.051213000482590344
Q2_Q4_partial,0.02154350675426148,0.02246487764258487,0.02246487764258494,0.03233480246851798
Q3_Q4_complete,0.016511935164224854,0.018349305463550517,0.01834930546355052,0.04544774551070109
Q3_Q4_partial,0.020512410327115704,0.024040182899121392,0.0240401828991214,0.049015279956600835
