Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
Q1_complete,0.08721273504029409,0.08721616953267274,0.10940379775658438,0.6146495552692464
Q1_partial,0.05622375560545994,0.061317685401278334,0.09256199004209818,0.6105853972589108
Q2_complete,0.05316407161312704,0.052303846400921984,0.04632795418672785,0.6292438639810294
Q2_partial,0.037501980814638576,0.04354649366661065,0.04010580637338786,0.6315435248676182
Q3_complete,0.05441071301466159,0.04421796783270269,0.028242376652391155,0.6707580477432638
Q3_partial,0.034594045065889395,0.03590898432074273,0.024731748772175523,0.6741100361575458
Q4_complete,0.11314723408923677,0.11331341812284779,0.1392746677815331,0.72033614092612
Q4_partial,0.07631414458547288,0.0865922915370819,0.12267141198004905,0.7167137690201911
Q1_Q2_complete,0.10869962014876583,0.11450836471909198,0.1177291945790579,0.6229410742176793
Q1_Q2_partial,0.055755081152290956,0.05909051108054029,0.08049330034814138,0.6168668011186617
Q1_Q3_complete,0.0723860373110565,0.07751544531801233,0.08442260476270992,0.6432078389840069
Q1_Q3_partial,0.050069671001653895,0.05239274727862709,0.06617092911470618,0.6389155332053421
Q1_Q4_complete,0.09562810770560608,0.09483779071406921,0.09710071647410559,0.6685237095260618
Q1_Q4_partial,0.06509495517176202,0.07076007660745903,0.09302723195831986,0.666946304799037
Q2_Q3_complete,0.07712263728526561,0.05539577933567152,0.03458891958940182,0.6506924686894299
Q2_Q3_partial,0.044964961459570685,0.046349610949033636,0.03168674969153815,0.6534005599070929
Q2_Q4_complete,0.08623757584834237,0.08793436648290476,0.09834889308480849,0.6745255699084507
Q2_Q4_partial,0.05952099328799283,0.06719843676832424,0.08460991643185203,0.6753529916259816
Q3_Q4_complete,0.11589035468355052,0.12607303232734088,0.12738363655113163,0.6953139880000354
Q3_Q4_partial,0.05923721927831571,0.06625484595541267,0.09113132775040417,0.6969453823415045
