Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
Q1_complete,0.0060926636487286375,0.004896796990012667,0.004896796990009055,0.5499508661566549
Q1_partial,0.0005343178095658002,0.0007340116249110946,0.000734011624911194,0.031019314677812996
Q2_complete,0.002703941767545375,0.002895303511304614,0.0028953035113013182,0.034356125419910566
Q2_partial,0.0,0.0,0.0,0.0
Q3_complete,0.005921412433556067,0.0017615315607022747,0.001761531560704121,0.03197586045028317
Q3_partial,0.00818933765524318,0.0024499428142517325,0.0024499428142544535,0.08886518025362665
Q4_complete,0.011986891218004482,0.011189509551333533,0.011189509551332095,0.503494409155629
Q4_partial,0.013379574895862967,0.013913663890535397,0.013913663890534389,0.16139033797446617
Q1_Q2_complete,0.004750373680936915,0.004083237717390506,0.004083237717387023,0.028586296613938945
Q1_Q2_partial,0.000981376806159669,0.0022504339372263304,0.0022504339372218882,0.03266843546319615
Q1_Q3_complete,0.006005722959044364,0.0036477560121040173,0.0036477560121021047,0.020177679992249654
Q1_Q3_partial,0.006009430834877826,0.0018029877463008903,0.0018029877463026298,0.0921316914250458
Q1_Q4_complete,0.009461132919845905,0.008587574712739831,0.008587574712737864,0.15553624537285224
Q1_Q4_partial,0.004687026540492367,0.0024997954274868384,0.002499795427483578,0.04212394591954092
Q2_Q3_complete,0.00463506709603728,0.0024820079341536013,0.0024820079341521368,0.08521687134011031
Q2_Q3_partial,0.001109175770446364,0.000505284856995264,0.0005052848569955382,0.04956337908167663
Q2_Q4_complete,0.008331547889622997,0.007847447715801615,0.007847447715800017,0.06624052626583138
Q2_Q4_partial,0.010553754445972929,0.01031769519652684,0.010317695196525305,0.043797841859957144
Q3_Q4_complete,0.009521022973547198,0.008010715097557956,0.008010715097557174,0.05606302089648522
Q3_Q4_partial,0.008641968188913978,0.004757041479823466,0.004757041479824332,0.12289344422251025
