Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
Q1_complete,0.05481520309750582,0.055594152283248356,0.055594152283248356,0.053042481066861345
Q1_partial,0.07344656916972683,0.06215511964748383,0.06215511964748381,0.054513265261276804
Q2_complete,0.009800618060114777,0.0019832943070300707,0.0019832943070300577,0.019536465479246857
Q2_partial,0.01386016698025301,0.002804801707179275,0.0028048017071792566,0.029841852888919853
Q3_complete,0.04883672665490305,0.027314907762142234,0.027314907762142213,0.014466586593172714
Q3_partial,0.06730489183700739,0.03764435166713296,0.03764435166713294,0.011782001516247758
Q4_complete,0.0974466349667684,0.06829657363346826,0.06829657363346824,0.06347302200324771
Q4_partial,0.0,0.0,0.0,0.0
Q1_Q2_complete,0.03870967638422713,0.038629012498808055,0.038629012498808055,0.049129465763429796
Q1_Q2_partial,0.05260733842677562,0.04376147289146045,0.04376147289146043,0.07141667453739262
Q1_Q3_complete,0.051841898228177904,0.043483885773355775,0.043483885773355775,0.06757749677923529
Q1_Q3_partial,0.05111377602852643,0.04325570139765273,0.04325570139765272,0.043210856290023476
Q1_Q4_complete,0.07859079858317622,0.062126345264131515,0.0621263452641315,0.058016506950655966
Q1_Q4_partial,0.05250425034159287,0.044432408468825506,0.04443240846882549,0.04415672486283201
Q2_Q3_complete,0.03505284308765724,0.019264817518623068,0.019264817518623054,0.028689578579204393
Q2_Q3_partial,0.009750315154523573,0.0019731147994036984,0.0019731147994036854,0.0269190613924802
Q2_Q4_complete,0.06724212098150277,0.04688395307409419,0.046883953074094174,0.061813197594868044
Q2_Q4_partial,0.010009907531694005,0.0020256470050903762,0.0020256470050903624,0.0049714364966285856
Q3_Q4_complete,0.07600090914466101,0.0511344202404864,0.05113442024048638,0.07714675368073612
Q3_Q4_partial,0.04892323996745427,0.027363295590614692,0.027363295590614675,0.002765755682351887
